PMID,Entity,Type
35717786,mice,Species
35717786,microglia,Species
35717786,insomnia,Symptom
35717786,nlrp3,Target
41045619,depression,Disease
41045619,darts,Evidence
41045619,molecular docking,Evidence
41045619,corticosterone,Neurotransmitter
41045619,kynurenine pathway,Pathway
41045619,mouse,Species
41045619,microglia,Species
41045619,kmo,Target
36440424,depression,Disease
36440424,network pharmacology,Evidence
36440424,molecular docking,Evidence
36440424,bioinformatics analysis,Evidence
36440424,sinisan,Formula
36440424,tp53,Gene
36440424,slc6a4,Gene
36440424,beta-sitosterol,Ingredient
36440424,nobiletin,Ingredient
36440424,dopamine,Neurotransmitter
36440424,gaba,Neurotransmitter
36440424,creb1,Target
36440424,nos3,Target
36440424,casp3,Target
36440424,tp53,Target
36440424,esr1,Target
36431060,il-6,Cytokine
36431060,depression,Disease
36431060,network pharmacology,Evidence
36431060,molecular docking,Evidence
36431060,tail suspension test,Experiment_indicator
36431060,social interaction test,Experiment_indicator
36431060,slc6a4,Gene
36431060,tnf,Gene
36431060,stigmasterol,Ingredient
36431060,wogonin,Ingredient
36431060,atractylenolide i,Ingredient
36431060,atractylenolide ii,Ingredient
36431060,atractylenolide iii,Ingredient
36431060,mice,Species
36431060,il-6,Target
36431060,esr1,Target
40617360,decoction,Administration
40617360,anxiety,Adverse_event
40617360,anxiety,Disease
40617360,depression,Disease
40617360,immunofluorescence,Evidence
40617360,metabolomics,Evidence
40617360,network pharmacology,Evidence
40617360,elevated plus maze,Experiment_indicator
40617360,bdnf,Gene
40617360,bdnf,Neurotransmitter
40617360,mice,Species
40617360,microglia,Species
40617360,astrocyte,Species
40617360,mouse,Species
40617360,human,Species
40617360,anxiety,Symptom
40617360,bdnf,Target
34447243,depressive disorder,Disease
34447243,network pharmacology,Evidence
34447243,literature review,Evidence
34447243,icariin,Ingredient
41164411,il-17,Cytokine
41164411,il-1β,Cytokine
41164411,il-6,Cytokine
41164411,post-stroke depression,Disease
41164411,machine learning,Evidence
41164411,molecular docking,Evidence
41164411,western blot,Evidence
41164411,elisa,Evidence
41164411,sucrose preference,Experiment_indicator
41164411,tnf,Gene
41164411,berberine,Ingredient
41164411,rat,Species
41164411,rats,Species
41164411,il-1β,Target
41164411,il-6,Target
40621015,decoction,Administration
40621015,depression,Disease
40621015,network pharmacology,Evidence
40621015,molecular docking,Evidence
40621015,creb,Gene
40621015,bdnf,Gene
40621015,naringenin,Ingredient
40621015,corticosterone,Neurotransmitter
40621015,bdnf,Neurotransmitter
40621015,camp signaling pathway,Pathway
40621015,mouse,Species
40621015,creb,Target
40621015,bdnf,Target
37657207,ccl2,Cytokine
37657207,depression,Disease
37657207,systematic review,Evidence
37657207,bioinformatics analysis,Evidence
37657207,network pharmacology,Evidence
37657207,molecular docking,Evidence
37657207,verbascoside,Ingredient
37657207,dopamine,Neurotransmitter
37657207,da,Neurotransmitter
37657207,ccl2,Target
37657207,fos,Target
40221743,oral gavage,Administration
40221743,il-6,Cytokine
40221743,depression,Disease
40221743,network pharmacology,Evidence
40221743,elisa,Evidence
40221743,immunofluorescence,Evidence
40221743,western blot,Evidence
40221743,xiao-chai-hu-tang,Formula
40221743,mouse,Species
40221743,mice,Species
40221743,il-6,Target
40221743,jak2,Target
40221743,stat3,Target
35003290,depression,Disease
35003290,network pharmacology,Evidence
35003290,mapk1,Gene
35003290,tp53,Gene
35003290,isorhamnetin,Ingredient
35003290,quercetin,Ingredient
35003290,luteolin,Ingredient
35003290,prkaca,Target
35003290,ppara,Target
35003290,esr1,Target
35003290,hsp90aa1,Target
35003290,jun,Target
35003290,mapk1,Target
35003290,mapk14,Target
35003290,mapk8,Target
35003290,rela,Target
35003290,tp53,Target
39041272,hippocampus,Brain_region
39041272,il-1β,Cytokine
39041272,il-6,Cytokine
39041272,tnf-α,Cytokine
39041272,depression,Disease
39041272,network pharmacology,Evidence
39041272,western blot,Evidence
39041272,elisa,Evidence
39041272,tnf,Gene
39041272,bdnf,Gene
39041272,drd1,Gene
39041272,creb,Gene
39041272,erk1,Gene
39041272,bdnf,Neurotransmitter
39041272,camp signaling pathway,Pathway
39041272,mapk signaling pathway,Pathway
39041272,mice,Species
39041272,mouse,Species
39041272,il-1β,Target
39041272,il-6,Target
39041272,gsk3β,Target
39041272,bdnf,Target
39041272,creb,Target
39041272,erk1/2,Target
35230627,depression,Disease
35230627,network pharmacology,Evidence
35230627,molecular docking,Evidence
35230627,acetylcholine,Neurotransmitter
35230627,serotonin,Neurotransmitter
35230627,calcium signaling pathway,Pathway
38582152,decoction,Administration
38582152,hippocampus,Brain_region
38582152,major depressive disorder,Disease
38582152,depression,Disease
38582152,network pharmacology,Evidence
38582152,western blot,Evidence
38582152,immunofluorescence,Evidence
38582152,kaiyu zhishen decoction,Formula
38582152,creb,Gene
38582152,bdnf,Gene
38582152,kaempferol,Ingredient
38582152,quercetin,Ingredient
38582152,bdnf,Neurotransmitter
38582152,cortisol,Neurotransmitter
38582152,mapk signaling pathway,Pathway
38582152,mice,Species
38582152,creb,Target
38582152,bdnf,Target
41101552,hippocampus,Brain_region
41101552,prefrontal cortex,Brain_region
41101552,depression,Disease
41101552,network pharmacology,Evidence
41101552,akt1,Gene
41101552,tnf,Gene
41101552,maoa,Gene
41101552,slc6a4,Gene
41101552,ido1,Gene
41101552,mice,Species
41101552,microglia,Species
41101552,akt1,Target
41101552,maoa,Target
41101552,maob,Target
41101552,ido1,Target
36560929,depression,Disease
36560929,systematic review,Evidence
36560929,meta-analysis,Evidence
36560929,network pharmacology,Evidence
36560929,basic research,Evidence
36560929,sucrose preference,Experiment_indicator
36560929,akt1,Gene
36560929,tnf,Gene
36560929,tp53,Gene
36560929,5-ht,Neurotransmitter
36560929,akt1,Target
36560929,tp53,Target
41448368,decoction,Administration
41448368,intragastric administration,Administration
41448368,il-1β,Cytokine
41448368,il-18,Cytokine
41448368,depression,Disease
41448368,western blot,Evidence
41448368,molecular docking,Evidence
41448368,molecular dynamics simulation,Evidence
41448368,shugan wendan decoction,Formula
41448368,nlrp3,Gene
41448368,acth,Neurotransmitter
41448368,cortisol,Neurotransmitter
41448368,5-ht,Neurotransmitter
41448368,casp1,Target
41448368,nlrp3,Target
41448368,il-1β,Target
41448368,atf3,Target
34880597,depression,Disease
34880597,network pharmacology,Evidence
34880597,catechin,Ingredient
34880597,protocatechuic acid,Ingredient
34880597,cynaroside,Ingredient
41189264,decoction,Administration
41189264,major depressive disorder,Disease
41189264,network pharmacology,Evidence
41189264,molecular docking,Evidence
41189264,yangxin decoction,Formula
41189264,akt1,Gene
41189264,akt1,Target
39263345,depression,Disease
39263345,molecular docking,Evidence
39263345,forced swim test,Experiment_indicator
39263345,tail suspension test,Experiment_indicator
39263345,dehydrocostus lactone,Ingredient
39263345,imipramine,Pharmacology
39263345,isocarboxazid,Pharmacology
36070047,powder,Administration
36070047,depression,Disease
36070047,network pharmacology,Evidence
36070047,molecular docking,Evidence
36070047,kaixinsan powder,Formula
36070047,ginsenoside rg1,Ingredient
36070047,pi3k-akt signaling pathway,Pathway
36070047,mapk signaling pathway,Pathway
36070047,ar,Target
36070047,nr3c1,Target
41015074,decoction,Administration
41015074,anxiety,Adverse_event
41015074,hippocampus,Brain_region
41015074,depression,Disease
41015074,anxiety,Disease
41015074,network pharmacology,Evidence
41015074,molecular docking,Evidence
41015074,tp53,Gene
41015074,mouse,Species
41015074,human,Species
41015074,mice,Species
41015074,anxiety,Symptom
41015074,jun,Target
41015074,stat3,Target
41015074,tp53,Target
41015074,rela,Target
40915371,insomnia,Adverse_event
40915371,depression,Disease
40915371,molecular docking,Evidence
40915371,in vitro study,Evidence
40915371,immunofluorescence,Evidence
40915371,western blot,Evidence
40915371,jatrorrhizine,Ingredient
40915371,mice,Species
40915371,insomnia,Symptom
38007768,decoction,Administration
38007768,depression,Disease
38007768,network pharmacology,Evidence
38007768,molecular docking,Evidence
38007768,baihe zhimu decoction,Formula
38007768,akt1,Gene
38007768,tnf,Gene
38007768,tp53,Gene
38007768,ptgs2,Gene
38007768,kaempferol,Ingredient
38007768,stigmasterol,Ingredient
38007768,tnf signaling pathway,Pathway
38007768,akt1,Target
38007768,tp53,Target
38007768,casp3,Target
38174416,depression,Disease
38174416,network pharmacology,Evidence
38174416,molecular docking,Evidence
38174416,sinisan,Formula
37847347,decoction,Administration
37847347,crp,Cytokine
37847347,depression,Disease
37847347,major depressive disorder,Disease
37847347,network pharmacology,Evidence
37847347,crp,Gene
37847347,tnf,Gene
37847347,bdnf,Gene
37847347,il10,Gene
37847347,bdnf,Neurotransmitter
37847347,egf,Target
37847347,bdnf,Target
37847347,il10,Target
41377151,decoction,Administration
41377151,anxiety,Adverse_event
41377151,anxiety,Disease
41377151,depression,Disease
41377151,network pharmacology,Evidence
41377151,molecular docking,Evidence
41377151,xiaochaihu decoction,Formula
41377151,mice,Species
41377151,anxiety,Symptom
41377151,ar,Target
39684318,depression,Disease
39684318,network pharmacology,Evidence
39684318,transcriptomics,Evidence
39684318,bdnf,Gene
39684318,5-ht,Neurotransmitter
39684318,bdnf,Neurotransmitter
39684318,ampk signaling pathway,Pathway
39684318,c57bl/6 mouse,Species
39684318,mice,Species
39684318,bdnf,Target
39684318,sirt1,Target
38004472,depression,Disease
38004472,metabolomics,Evidence
38004472,network pharmacology,Evidence
38004472,molecular docking,Evidence
38004472,western blot,Evidence
38004472,vegfa,Gene
38004472,mice,Species
38004472,mouse,Species
38004472,vegfa,Target
40157401,weight loss,Adverse_event
40157401,hippocampus,Brain_region
40157401,dentate gyrus,Brain_region
40157401,depression,Disease
40157401,network pharmacology,Evidence
40157401,molecular docking,Evidence
40157401,elisa,Evidence
40157401,immunofluorescence,Evidence
40157401,western blot,Evidence
40157401,qrt-pcr,Evidence
40157401,open field test,Experiment_indicator
40157401,forced swim test,Experiment_indicator
40157401,tail suspension test,Experiment_indicator
40157401,sinisan,Formula
40157401,mice,Species
40157401,weight loss,Symptom
34471414,decoction,Administration
34471414,depression,Disease
34471414,network pharmacology,Evidence
34471414,molecular docking,Evidence
34471414,prospective study,Evidence
34471414,tnf,Gene
34471414,akt1,Gene
34471414,quercetin,Ingredient
34471414,luteolin,Ingredient
34471414,kaempferol,Ingredient
34471414,naringenin,Ingredient
34471414,isorhamnetin,Ingredient
34471414,da,Neurotransmitter
34471414,human,Species
34471414,stat3,Target
34471414,jun,Target
34471414,akt1,Target
40816580,hippocampus,Brain_region
40816580,prefrontal cortex,Brain_region
40816580,depression,Disease
40816580,network pharmacology,Evidence
40816580,western blot,Evidence
40816580,tail suspension test,Experiment_indicator
40816580,open field test,Experiment_indicator
40816580,sucrose preference,Experiment_indicator
40816580,bdnf,Gene
40816580,trkb,Gene
40816580,bdnf,Neurotransmitter
40816580,mice,Species
40816580,bdnf,Target
40816580,trkb,Target
40816580,gria1,Target
38218856,hippocampus,Brain_region
38218856,il-22,Cytokine
38218856,depression,Disease
38218856,meta-analysis,Evidence
38218856,network pharmacology,Evidence
38218856,fluoxetine,Pharmacology
38218856,mice,Species
38218856,microglial cell,Species
38218856,cox-2,Target
41391369,decoction,Administration
41391369,hippocampus,Brain_region
41391369,depression,Disease
41391369,elisa,Evidence
41391369,16s rrna sequencing,Evidence
41391369,metabolomics,Evidence
41391369,network pharmacology,Evidence
41391369,western blot,Evidence
41391369,mtor,Gene
41391369,fecal microbiota transplantation,Intervention
41391369,mice,Species
41391369,mtor,Target
40064322,depression,Disease
40064322,network pharmacology,Evidence
40064322,metabolomics,Evidence
40064322,elisa,Evidence
40064322,changpu san,Formula
40064322,mouse,Species
40064322,mice,Species
41763619,post-stroke depression,Disease
41763619,depression,Disease
41763619,multi-omics,Evidence
41763619,elisa,Evidence
41763619,immunofluorescence,Evidence
41763619,network pharmacology,Evidence
41763619,transcriptomics,Evidence
41763619,metabolomics,Evidence
41763619,kaempferol,Ingredient
41763619,nf-κb signaling pathway,Pathway
41763619,rat,Species
41763619,rats,Species
41763619,anhedonia,Symptom
41763619,relieving depression,Tcm_therapy
40231535,major depressive disorder,Disease
40231535,network pharmacology,Evidence
40231535,molecular docking,Evidence
40231535,molecular dynamics simulation,Evidence
40231535,akt1,Gene
40231535,akt1,Target
40231535,casp3,Target
40231535,esr1,Target
40231535,bcl2,Target
40231535,mapk3,Target
40910010,constipation,Adverse_event
40910010,anxiety,Adverse_event
40910010,depression,Disease
40910010,anxiety,Disease
40910010,molecular docking,Evidence
40910010,network pharmacology,Evidence
40910010,slc6a3,Gene
40910010,oprm1,Gene
40910010,nobiletin,Ingredient
40910010,tangeritin,Ingredient
40910010,magnolol,Ingredient
40910010,formononetin,Ingredient
40910010,hamd-17,Scale
40910010,hama,Scale
40910010,patient,Species
40910010,constipation,Symptom
40910010,anxiety,Symptom
40910010,slc6a3,Target
40910010,oprm1,Target
40740639,depression,Disease
40740639,network pharmacology,Evidence
40740639,data mining,Evidence
40740639,quercetin,Ingredient
40740639,mice,Species
39884598,depression,Disease
39884598,network pharmacology,Evidence
39884598,elisa,Evidence
39884598,htr2a,Gene
39884598,bdnf,Gene
39884598,bdnf,Neurotransmitter
39884598,5-ht,Neurotransmitter
39884598,ne,Neurotransmitter
39884598,da,Neurotransmitter
39884598,mice,Species
39884598,htr2a,Target
39884598,gsk3β,Target
39884598,bdnf,Target
32256358,depression,Disease
32256358,akt1,Gene
32256358,tp53,Gene
32256358,vegfa,Gene
32256358,paeoniflorin,Ingredient
32256358,quercetin,Ingredient
32256358,luteolin,Ingredient
32256358,kaempferol,Ingredient
32256358,chinese herbal formula,Intervention
32256358,akt1,Target
32256358,tp53,Target
32256358,vegfa,Target
