source,source_type,relation,target,target_type
39467428,Paper,MENTIONS,il-6,Target
40550295,Paper,MENTIONS,depression,Disease
40550295,Paper,MENTIONS,molecular docking,Evidence
40550295,Paper,MENTIONS,open field test,Experiment_indicator
40550295,Paper,MENTIONS,tail suspension test,Experiment_indicator
40550295,Paper,MENTIONS,sucrose preference,Experiment_indicator
40550295,Paper,MENTIONS,tnf,Pathway
40550295,Paper,MENTIONS,mice,Species
40550295,Paper,MENTIONS,fkbp5,Target
40425078,Paper,MENTIONS,depression,Disease
40425078,Paper,MENTIONS,molecular docking,Evidence
40425078,Paper,MENTIONS,icariin,Ingredient
40425078,Paper,MENTIONS,rats,Species
39770479,Paper,MENTIONS,depression,Disease
39770479,Paper,MENTIONS,molecular docking,Evidence
39770479,Paper,MENTIONS,mice,Species
39904199,Paper,MENTIONS,Phellodendri cortex,Herb
39904199,Paper,MENTIONS,depression,Disease
39904199,Paper,MENTIONS,network pharmacology,Evidence
39904199,Paper,MENTIONS,molecular docking,Evidence
39904199,Paper,MENTIONS,tnf,Pathway
39904199,Paper,MENTIONS,rat,Species
39904199,Paper,MENTIONS,bv2 cell,Species
39904199,Paper,MENTIONS,il-6,Target
39904199,Paper,MENTIONS,rela,Target
39904199,Paper,MENTIONS,ppar-γ,Target
36045534,Paper,MENTIONS,major depressive disorder,Disease
36045534,Paper,MENTIONS,depression,Disease
36045534,Paper,MENTIONS,network pharmacology,Evidence
36045534,Paper,MENTIONS,molecular docking,Evidence
36045534,Paper,MENTIONS,quercetin,Ingredient
36045534,Paper,MENTIONS,camp,Pathway
36045534,Paper,MENTIONS,maoa,Target
36045534,Paper,MENTIONS,drd2,Target
36045534,Paper,MENTIONS,oprm1,Target
40481474,Paper,MENTIONS,Ziziphi spinosae semen,Herb
40481474,Paper,MENTIONS,depression,Disease
40481474,Paper,MENTIONS,network pharmacology,Evidence
40481474,Paper,MENTIONS,molecular docking,Evidence
40481474,Paper,MENTIONS,pc12 cell,Species
40481474,Paper,MENTIONS,hsp90aa1,Target
34976096,Paper,MENTIONS,cyperi rhizoma,Herb
34976096,Paper,MENTIONS,chuanxiong rhizoma,Herb
34976096,Paper,MENTIONS,depression,Disease
34976096,Paper,MENTIONS,network pharmacology,Evidence
34976096,Paper,MENTIONS,molecular docking,Evidence
34976096,Paper,MENTIONS,quercetin,Ingredient
34976096,Paper,MENTIONS,tnf,Pathway
34976096,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
34976096,Paper,MENTIONS,pi3k-akt,Pathway
34976096,Paper,MENTIONS,dopaminergic synapse,Pathway
34976096,Paper,MENTIONS,mtor,Pathway
34976096,Paper,MENTIONS,akt1,Target
34976096,Paper,MENTIONS,il-6,Target
34976096,Paper,MENTIONS,tp53,Target
34976096,Paper,MENTIONS,drd2,Target
34976096,Paper,MENTIONS,mapk1,Target
34976096,Paper,MENTIONS,mtor,Target
40803031,Paper,MENTIONS,depression,Disease
40803031,Paper,MENTIONS,metabolomics,Evidence
40803031,Paper,MENTIONS,network pharmacology,Evidence
40803031,Paper,MENTIONS,molecular docking,Evidence
40803031,Paper,MENTIONS,bioinformatics analysis,Evidence
40803031,Paper,MENTIONS,icariin,Ingredient
40803031,Paper,MENTIONS,rats,Species
39486672,Paper,MENTIONS,depression,Disease
39486672,Paper,MENTIONS,network pharmacology,Evidence
39486672,Paper,MENTIONS,molecular docking,Evidence
39486672,Paper,MENTIONS,sucrose preference,Experiment_indicator
39486672,Paper,MENTIONS,quercetin,Ingredient
39486672,Paper,MENTIONS,liquiritin,Ingredient
39486672,Paper,MENTIONS,mtor,Pathway
39486672,Paper,MENTIONS,mapk,Pathway
39486672,Paper,MENTIONS,bdnf-trkb,Pathway
39486672,Paper,MENTIONS,tnf,Pathway
39486672,Paper,MENTIONS,mice,Species
39486672,Paper,MENTIONS,mouse,Species
39486672,Paper,MENTIONS,mtor,Target
39486672,Paper,MENTIONS,bdnf,Target
39486672,Paper,MENTIONS,trkb,Target
39486672,Paper,MENTIONS,il-6,Target
39486672,Paper,MENTIONS,il-1β,Target
38704913,Paper,MENTIONS,depression,Disease
38704913,Paper,MENTIONS,metabolomics,Evidence
38704913,Paper,MENTIONS,network pharmacology,Evidence
38704913,Paper,MENTIONS,tryptophan metabolism,Pathway
38704913,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
38704913,Paper,MENTIONS,pi3k-akt,Pathway
38704913,Paper,MENTIONS,camp,Pathway
38704913,Paper,MENTIONS,mice,Species
41307677,Paper,MENTIONS,depression,Disease
41307677,Paper,MENTIONS,mood disorder,Disease
41307677,Paper,MENTIONS,systematic review,Evidence
41307677,Paper,MENTIONS,bioinformatics analysis,Evidence
41307677,Paper,MENTIONS,network pharmacology,Evidence
41307677,Paper,MENTIONS,molecular docking,Evidence
41307677,Paper,MENTIONS,geniposide,Ingredient
41307677,Paper,MENTIONS,magnolol,Ingredient
41307677,Paper,MENTIONS,honokiol,Ingredient
41307677,Paper,MENTIONS,hesperidin,Ingredient
41307677,Paper,MENTIONS,naringenin,Ingredient
41307677,Paper,MENTIONS,nobiletin,Ingredient
41307677,Paper,MENTIONS,hpa axis,Pathway
35717786,Paper,MENTIONS,depression,Disease
35717786,Paper,MENTIONS,network pharmacology,Evidence
35717786,Paper,MENTIONS,hpa axis,Pathway
35717786,Paper,MENTIONS,nlrp3 inflammasome,Pathway
35717786,Paper,MENTIONS,mapk,Pathway
35717786,Paper,MENTIONS,mice,Species
35717786,Paper,MENTIONS,insomnia,Symptom
35717786,Paper,MENTIONS,nlrp3,Target
41045619,Paper,MENTIONS,depression,Disease
41045619,Paper,MENTIONS,molecular docking,Evidence
41045619,Paper,MENTIONS,mouse,Species
36440424,Paper,MENTIONS,depression,Disease
36440424,Paper,MENTIONS,network pharmacology,Evidence
36440424,Paper,MENTIONS,molecular docking,Evidence
36440424,Paper,MENTIONS,bioinformatics analysis,Evidence
36440424,Paper,MENTIONS,sinisan,Formula
36440424,Paper,MENTIONS,beta-sitosterol,Ingredient
36440424,Paper,MENTIONS,nobiletin,Ingredient
36440424,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
36440424,Paper,MENTIONS,serotonergic synapse,Pathway
36440424,Paper,MENTIONS,dopaminergic synapse,Pathway
36440424,Paper,MENTIONS,gabaergic synapse,Pathway
36440424,Paper,MENTIONS,casp3,Target
36440424,Paper,MENTIONS,tp53,Target
36440424,Paper,MENTIONS,esr1,Target
36431060,Paper,MENTIONS,depression,Disease
36431060,Paper,MENTIONS,network pharmacology,Evidence
36431060,Paper,MENTIONS,molecular docking,Evidence
36431060,Paper,MENTIONS,tail suspension test,Experiment_indicator
36431060,Paper,MENTIONS,social interaction test,Experiment_indicator
36431060,Paper,MENTIONS,stigmasterol,Ingredient
36431060,Paper,MENTIONS,wogonin,Ingredient
36431060,Paper,MENTIONS,atractylenolide i,Ingredient
36431060,Paper,MENTIONS,atractylenolide ii,Ingredient
36431060,Paper,MENTIONS,atractylenolide iii,Ingredient
36431060,Paper,MENTIONS,dopaminergic synapse,Pathway
36431060,Paper,MENTIONS,tnf,Pathway
36431060,Paper,MENTIONS,mice,Species
36431060,Paper,MENTIONS,il-6,Target
36431060,Paper,MENTIONS,esr1,Target
40617360,Paper,MENTIONS,anxiety,Disease
40617360,Paper,MENTIONS,depression,Disease
40617360,Paper,MENTIONS,metabolomics,Evidence
40617360,Paper,MENTIONS,network pharmacology,Evidence
40617360,Paper,MENTIONS,elevated plus maze,Experiment_indicator
40617360,Paper,MENTIONS,mice,Species
40617360,Paper,MENTIONS,astrocyte,Species
40617360,Paper,MENTIONS,mouse,Species
40617360,Paper,MENTIONS,human,Species
40617360,Paper,MENTIONS,anxiety,Symptom
40617360,Paper,MENTIONS,bdnf,Target
34447243,Paper,MENTIONS,epimedii herba,Herb
34447243,Paper,MENTIONS,depressive disorder,Disease
34447243,Paper,MENTIONS,network pharmacology,Evidence
34447243,Paper,MENTIONS,literature review,Evidence
34447243,Paper,MENTIONS,icariin,Ingredient
41164411,Paper,MENTIONS,post-stroke depression,Disease
41164411,Paper,MENTIONS,molecular docking,Evidence
41164411,Paper,MENTIONS,sucrose preference,Experiment_indicator
41164411,Paper,MENTIONS,berberine,Ingredient
41164411,Paper,MENTIONS,tnf,Pathway
41164411,Paper,MENTIONS,rat,Species
41164411,Paper,MENTIONS,rats,Species
41164411,Paper,MENTIONS,il-1β,Target
41164411,Paper,MENTIONS,il-6,Target
40621015,Paper,MENTIONS,depression,Disease
40621015,Paper,MENTIONS,network pharmacology,Evidence
40621015,Paper,MENTIONS,molecular docking,Evidence
40621015,Paper,MENTIONS,naringenin,Ingredient
40621015,Paper,MENTIONS,camp,Pathway
40621015,Paper,MENTIONS,pka,Pathway
40621015,Paper,MENTIONS,mouse,Species
40621015,Paper,MENTIONS,creb,Target
40621015,Paper,MENTIONS,bdnf,Target
37657207,Paper,MENTIONS,depression,Disease
37657207,Paper,MENTIONS,systematic review,Evidence
37657207,Paper,MENTIONS,bioinformatics analysis,Evidence
37657207,Paper,MENTIONS,network pharmacology,Evidence
37657207,Paper,MENTIONS,molecular docking,Evidence
37657207,Paper,MENTIONS,verbascoside,Ingredient
37657207,Paper,MENTIONS,fos,Target
40221743,Paper,MENTIONS,depression,Disease
40221743,Paper,MENTIONS,network pharmacology,Evidence
40221743,Paper,MENTIONS,xiao-chai-hu-tang,Formula
40221743,Paper,MENTIONS,mouse,Species
40221743,Paper,MENTIONS,mice,Species
40221743,Paper,MENTIONS,il-6,Target
40221743,Paper,MENTIONS,stat3,Target
35003290,Paper,MENTIONS,depression,Disease
35003290,Paper,MENTIONS,network pharmacology,Evidence
35003290,Paper,MENTIONS,isorhamnetin,Ingredient
35003290,Paper,MENTIONS,quercetin,Ingredient
35003290,Paper,MENTIONS,luteolin,Ingredient
35003290,Paper,MENTIONS,esr1,Target
35003290,Paper,MENTIONS,hsp90aa1,Target
35003290,Paper,MENTIONS,jun,Target
35003290,Paper,MENTIONS,mapk1,Target
35003290,Paper,MENTIONS,rela,Target
35003290,Paper,MENTIONS,tp53,Target
39041272,Paper,MENTIONS,depression,Disease
39041272,Paper,MENTIONS,network pharmacology,Evidence
39041272,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
39041272,Paper,MENTIONS,camp,Pathway
39041272,Paper,MENTIONS,serotonergic synapse,Pathway
39041272,Paper,MENTIONS,dopaminergic synapse,Pathway
39041272,Paper,MENTIONS,mapk,Pathway
39041272,Paper,MENTIONS,tnf,Pathway
39041272,Paper,MENTIONS,mice,Species
39041272,Paper,MENTIONS,mouse,Species
39041272,Paper,MENTIONS,il-1β,Target
39041272,Paper,MENTIONS,il-6,Target
39041272,Paper,MENTIONS,gsk3β,Target
39041272,Paper,MENTIONS,bdnf,Target
39041272,Paper,MENTIONS,creb,Target
39041272,Paper,MENTIONS,erk1/2,Target
35230627,Paper,MENTIONS,depression,Disease
35230627,Paper,MENTIONS,network pharmacology,Evidence
35230627,Paper,MENTIONS,molecular docking,Evidence
35230627,Paper,MENTIONS,calcium signaling pathway,Pathway
38582152,Paper,MENTIONS,major depressive disorder,Disease
38582152,Paper,MENTIONS,depression,Disease
38582152,Paper,MENTIONS,network pharmacology,Evidence
38582152,Paper,MENTIONS,kaiyu zhishen decoction,Formula
38582152,Paper,MENTIONS,kaempferol,Ingredient
38582152,Paper,MENTIONS,quercetin,Ingredient
38582152,Paper,MENTIONS,mapk,Pathway
38582152,Paper,MENTIONS,erk-creb,Pathway
38582152,Paper,MENTIONS,mice,Species
38582152,Paper,MENTIONS,creb,Target
38582152,Paper,MENTIONS,bdnf,Target
41101552,Paper,MENTIONS,depression,Disease
41101552,Paper,MENTIONS,network pharmacology,Evidence
41101552,Paper,MENTIONS,serotonergic synapse,Pathway
41101552,Paper,MENTIONS,dopaminergic synapse,Pathway
41101552,Paper,MENTIONS,tnf,Pathway
41101552,Paper,MENTIONS,mice,Species
41101552,Paper,MENTIONS,akt1,Target
41101552,Paper,MENTIONS,maoa,Target
36560929,Paper,MENTIONS,depression,Disease
36560929,Paper,MENTIONS,systematic review,Evidence
36560929,Paper,MENTIONS,meta-analysis,Evidence
36560929,Paper,MENTIONS,network pharmacology,Evidence
36560929,Paper,MENTIONS,basic research,Evidence
36560929,Paper,MENTIONS,sucrose preference,Experiment_indicator
36560929,Paper,MENTIONS,tnf,Pathway
36560929,Paper,MENTIONS,camp,Pathway
36560929,Paper,MENTIONS,akt1,Target
36560929,Paper,MENTIONS,tp53,Target
41448368,Paper,MENTIONS,depression,Disease
41448368,Paper,MENTIONS,molecular docking,Evidence
41448368,Paper,MENTIONS,shugan wendan decoction,Formula
41448368,Paper,MENTIONS,tryptophan metabolism,Pathway
41448368,Paper,MENTIONS,nlrp3,Target
41448368,Paper,MENTIONS,il-1β,Target
34880597,Paper,MENTIONS,depression,Disease
34880597,Paper,MENTIONS,network pharmacology,Evidence
34880597,Paper,MENTIONS,catechin,Ingredient
34880597,Paper,MENTIONS,cynaroside,Ingredient
41189264,Paper,MENTIONS,major depressive disorder,Disease
41189264,Paper,MENTIONS,network pharmacology,Evidence
41189264,Paper,MENTIONS,molecular docking,Evidence
41189264,Paper,MENTIONS,yangxin decoction,Formula
41189264,Paper,MENTIONS,akt1,Target
39263345,Paper,MENTIONS,depression,Disease
39263345,Paper,MENTIONS,molecular docking,Evidence
39263345,Paper,MENTIONS,forced swim test,Experiment_indicator
39263345,Paper,MENTIONS,tail suspension test,Experiment_indicator
39263345,Paper,MENTIONS,dehydrocostus lactone,Ingredient
36070047,Paper,MENTIONS,depression,Disease
36070047,Paper,MENTIONS,network pharmacology,Evidence
36070047,Paper,MENTIONS,molecular docking,Evidence
36070047,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
36070047,Paper,MENTIONS,serotonergic synapse,Pathway
36070047,Paper,MENTIONS,pi3k-akt,Pathway
36070047,Paper,MENTIONS,mapk,Pathway
41015074,Paper,MENTIONS,depression,Disease
41015074,Paper,MENTIONS,anxiety,Disease
41015074,Paper,MENTIONS,network pharmacology,Evidence
41015074,Paper,MENTIONS,molecular docking,Evidence
41015074,Paper,MENTIONS,pi3k-akt,Pathway
41015074,Paper,MENTIONS,mouse,Species
41015074,Paper,MENTIONS,human,Species
41015074,Paper,MENTIONS,mice,Species
41015074,Paper,MENTIONS,anxiety,Symptom
41015074,Paper,MENTIONS,jun,Target
41015074,Paper,MENTIONS,stat3,Target
41015074,Paper,MENTIONS,tp53,Target
41015074,Paper,MENTIONS,rela,Target
40915371,Paper,MENTIONS,depression,Disease
40915371,Paper,MENTIONS,molecular docking,Evidence
40915371,Paper,MENTIONS,in vitro study,Evidence
40915371,Paper,MENTIONS,jatrorrhizine,Ingredient
40915371,Paper,MENTIONS,mice,Species
40915371,Paper,MENTIONS,insomnia,Symptom
38007768,Paper,MENTIONS,depression,Disease
38007768,Paper,MENTIONS,network pharmacology,Evidence
38007768,Paper,MENTIONS,molecular docking,Evidence
38007768,Paper,MENTIONS,baihe zhimu decoction,Formula
38007768,Paper,MENTIONS,kaempferol,Ingredient
38007768,Paper,MENTIONS,stigmasterol,Ingredient
38007768,Paper,MENTIONS,tnf,Pathway
38007768,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
38007768,Paper,MENTIONS,pi3k-akt,Pathway
38007768,Paper,MENTIONS,akt1,Target
38007768,Paper,MENTIONS,tp53,Target
38007768,Paper,MENTIONS,casp3,Target
38174416,Paper,MENTIONS,depression,Disease
38174416,Paper,MENTIONS,network pharmacology,Evidence
38174416,Paper,MENTIONS,molecular docking,Evidence
38174416,Paper,MENTIONS,sinisan,Formula
37847347,Paper,MENTIONS,depression,Disease
37847347,Paper,MENTIONS,major depressive disorder,Disease
37847347,Paper,MENTIONS,network pharmacology,Evidence
37847347,Paper,MENTIONS,tnf,Pathway
37847347,Paper,MENTIONS,egf,Target
37847347,Paper,MENTIONS,bdnf,Target
41377151,Paper,MENTIONS,anxiety,Disease
41377151,Paper,MENTIONS,depression,Disease
41377151,Paper,MENTIONS,network pharmacology,Evidence
41377151,Paper,MENTIONS,molecular docking,Evidence
41377151,Paper,MENTIONS,xiaochaihu decoction,Formula
41377151,Paper,MENTIONS,mice,Species
41377151,Paper,MENTIONS,anxiety,Symptom
39684318,Paper,MENTIONS,depression,Disease
39684318,Paper,MENTIONS,network pharmacology,Evidence
39684318,Paper,MENTIONS,transcriptomics,Evidence
39684318,Paper,MENTIONS,ampk,Pathway
39684318,Paper,MENTIONS,c57bl/6 mouse,Species
39684318,Paper,MENTIONS,mice,Species
39684318,Paper,MENTIONS,bdnf,Target
38004472,Paper,MENTIONS,depression,Disease
38004472,Paper,MENTIONS,metabolomics,Evidence
38004472,Paper,MENTIONS,network pharmacology,Evidence
38004472,Paper,MENTIONS,molecular docking,Evidence
38004472,Paper,MENTIONS,mice,Species
38004472,Paper,MENTIONS,mouse,Species
38004472,Paper,MENTIONS,vegfa,Target
40157401,Paper,MENTIONS,depression,Disease
40157401,Paper,MENTIONS,network pharmacology,Evidence
40157401,Paper,MENTIONS,molecular docking,Evidence
40157401,Paper,MENTIONS,open field test,Experiment_indicator
40157401,Paper,MENTIONS,forced swim test,Experiment_indicator
40157401,Paper,MENTIONS,tail suspension test,Experiment_indicator
40157401,Paper,MENTIONS,sinisan,Formula
40157401,Paper,MENTIONS,mice,Species
40157401,Paper,MENTIONS,weight loss,Symptom
34471414,Paper,MENTIONS,depression,Disease
34471414,Paper,MENTIONS,network pharmacology,Evidence
34471414,Paper,MENTIONS,molecular docking,Evidence
34471414,Paper,MENTIONS,prospective study,Evidence
34471414,Paper,MENTIONS,quercetin,Ingredient
34471414,Paper,MENTIONS,luteolin,Ingredient
34471414,Paper,MENTIONS,kaempferol,Ingredient
34471414,Paper,MENTIONS,naringenin,Ingredient
34471414,Paper,MENTIONS,isorhamnetin,Ingredient
34471414,Paper,MENTIONS,tnf,Pathway
34471414,Paper,MENTIONS,human,Species
34471414,Paper,MENTIONS,stat3,Target
34471414,Paper,MENTIONS,jun,Target
34471414,Paper,MENTIONS,akt1,Target
40816580,Paper,MENTIONS,depression,Disease
40816580,Paper,MENTIONS,network pharmacology,Evidence
40816580,Paper,MENTIONS,tail suspension test,Experiment_indicator
40816580,Paper,MENTIONS,open field test,Experiment_indicator
40816580,Paper,MENTIONS,sucrose preference,Experiment_indicator
40816580,Paper,MENTIONS,mice,Species
40816580,Paper,MENTIONS,bdnf,Target
40816580,Paper,MENTIONS,trkb,Target
38218856,Paper,MENTIONS,depression,Disease
38218856,Paper,MENTIONS,meta-analysis,Evidence
38218856,Paper,MENTIONS,network pharmacology,Evidence
38218856,Paper,MENTIONS,mice,Species
38218856,Paper,MENTIONS,microglial cell,Species
38218856,Paper,MENTIONS,cox-2,Target
41391369,Paper,MENTIONS,depression,Disease
41391369,Paper,MENTIONS,metabolomics,Evidence
41391369,Paper,MENTIONS,network pharmacology,Evidence
41391369,Paper,MENTIONS,arachidonic acid metabolism,Pathway
41391369,Paper,MENTIONS,mtor,Pathway
41391369,Paper,MENTIONS,mice,Species
41391369,Paper,MENTIONS,mtor,Target
40064322,Paper,MENTIONS,depression,Disease
40064322,Paper,MENTIONS,network pharmacology,Evidence
40064322,Paper,MENTIONS,metabolomics,Evidence
40064322,Paper,MENTIONS,changpu san,Formula
40064322,Paper,MENTIONS,tryptophan metabolism,Pathway
40064322,Paper,MENTIONS,mouse,Species
40064322,Paper,MENTIONS,mice,Species
41763619,Paper,MENTIONS,acori tatarinowii rhizoma,Herb
41763619,Paper,MENTIONS,polygalae radix,Herb
41763619,Paper,MENTIONS,post-stroke depression,Disease
41763619,Paper,MENTIONS,depression,Disease
41763619,Paper,MENTIONS,multi-omics,Evidence
41763619,Paper,MENTIONS,network pharmacology,Evidence
41763619,Paper,MENTIONS,transcriptomics,Evidence
41763619,Paper,MENTIONS,metabolomics,Evidence
41763619,Paper,MENTIONS,kaempferol,Ingredient
41763619,Paper,MENTIONS,rat,Species
41763619,Paper,MENTIONS,rats,Species
41763619,Paper,MENTIONS,anhedonia,Symptom
40231535,Paper,MENTIONS,major depressive disorder,Disease
40231535,Paper,MENTIONS,network pharmacology,Evidence
40231535,Paper,MENTIONS,molecular docking,Evidence
40231535,Paper,MENTIONS,akt1,Target
40231535,Paper,MENTIONS,casp3,Target
40231535,Paper,MENTIONS,esr1,Target
40910010,Paper,MENTIONS,depression,Disease
40910010,Paper,MENTIONS,anxiety,Disease
40910010,Paper,MENTIONS,molecular docking,Evidence
40910010,Paper,MENTIONS,network pharmacology,Evidence
40910010,Paper,MENTIONS,nobiletin,Ingredient
40910010,Paper,MENTIONS,tangeritin,Ingredient
40910010,Paper,MENTIONS,magnolol,Ingredient
40910010,Paper,MENTIONS,formononetin,Ingredient
40910010,Paper,MENTIONS,neuroactive ligand-receptor interaction,Pathway
40910010,Paper,MENTIONS,patient,Species
40910010,Paper,MENTIONS,anxiety,Symptom
40910010,Paper,MENTIONS,slc6a3,Target
40910010,Paper,MENTIONS,oprm1,Target
40740639,Paper,MENTIONS,depression,Disease
40740639,Paper,MENTIONS,network pharmacology,Evidence
40740639,Paper,MENTIONS,quercetin,Ingredient
40740639,Paper,MENTIONS,mice,Species
39884598,Paper,MENTIONS,depression,Disease
39884598,Paper,MENTIONS,network pharmacology,Evidence
39884598,Paper,MENTIONS,mice,Species
39884598,Paper,MENTIONS,htr2a,Target
39884598,Paper,MENTIONS,gsk3β,Target
39884598,Paper,MENTIONS,bdnf,Target
32256358,Paper,MENTIONS,depression,Disease
32256358,Paper,MENTIONS,paeoniflorin,Ingredient
32256358,Paper,MENTIONS,quercetin,Ingredient
32256358,Paper,MENTIONS,luteolin,Ingredient
32256358,Paper,MENTIONS,kaempferol,Ingredient
32256358,Paper,MENTIONS,akt1,Target
32256358,Paper,MENTIONS,tp53,Target
32256358,Paper,MENTIONS,vegfa,Target
